gene	B_Plasma	Endothelial	Epithelial	Fibroblast	Mast	Myeloid	Stromal_other	T_NK
AC007349.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021540408
AC007365.3	0.0048011295	0.003850597	0.00060041307	0.0021353832	0.0018975332	0.004926594	0.0	0.0014809031
AC007381.2	0.0053659687	0.0	0.0	0.0	0.0	0.0009853188	0.0	0.0
AC007381.3	0.00461285	0.0	0.0	0.0	0.0	0.0	0.0	0.00013462755
AC007382.1	0.006540327	0.036695857	0.06081897	0.01593894	0.0056926	0.013794462	0.010678057	0.014001265
AC007383.3	0.012983507	0.038534887	0.043530103	0.021678973	0.009487666	0.0073564886	0.021356113	0.013058873
AC007383.4	0.0021652153	0.007701194	0.0063516046	0.00512492	0.0056926	0.0044339346	0.0	0.0028271787
AC007386.2	0.14406279	0.008736015	0.0060686395	0.011723516	0.0075901328	0.008401925	0.0053390283	0.004577337
AC007390.5	0.18083559	0.37334722	0.36133072	0.32146686	0.2379795	0.21904609	0.3180839	0.275182
AC007391.2	0.00075311837	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC007401.2	0.0	0.0	0.0007204957	0.0	0.0	0.0	0.0	0.0
AC007405.2	0.0	0.0	0.008165618	0.0	0.0	0.0	0.0	0.0
AC007405.6	0.00963999	0.0	0.069464825	0.067580335	0.0	0.0014779781	0.040092647	0.0017501581
AC007551.3	0.0042362907	0.003850597	0.0012842725	0.0059790732	0.0018975332	0.006897231	0.0	0.003904199
AC007563.5	0.0012238174	0.0019252985	0.00060041307	0.011103993	0.0	0.0	0.0053390283	0.00013462755
AC007620.3	0.007059676	0.013477089	0.011716971	0.016655989	0.0	0.010787389	0.0053390283	0.0076737707
AC007679.3	0.0	0.0	0.0019213218	0.0	0.0	0.0	0.0	0.0
AC007743.1	0.0	0.0	0.0039627263	0.0	0.0	0.0	0.0	0.0
AC007773.2	0.020114869	0.003850597	0.03026179	0.021271354	0.0113852	0.006897231	0.0053390283	0.008750791
AC007879.2	0.011767475	0.0	0.0018861669	0.0	0.013282732	0.0034486155	0.0	0.0010770204
AC007880.1	0.010728314	0.0	0.0	0.0	0.0	0.0019706376	0.0	0.0002692551
AC007952.5	0.0008472582	0.0057758954	0.00036024785	0.008541533	0.0	0.0	0.0	0.001211648
AC008074.3	0.00037655918	0.0	0.013283191	0.0	0.0	0.0009853188	0.0	0.0002692551
AC008132.13	0.00075311837	0.0019252985	0.00084057834	0.00768738	0.0	0.0014779781	0.010678057	0.0006731378
AC008174.3	0.0026322636	0.0057758954	0.026778439	0.010676917	0.0018975332	0.0004926594	0.0053390283	0.0017501581
AC008267.1	0.0066839256	0.0019252985	0.0043153246	0.00896861	0.0	0.0044339346	0.0053390283	0.004711964
AC008440.5	0.000941398	0.0019252985	0.0	0.0017083066	0.020872865	0.0034486155	0.010678057	0.00094239286
AC008443.1	0.0013179572	0.007701194	0.0012008261	0.0029895366	0.0056926	0.0004926594	0.0	0.002423296
AC008746.12	0.0026359144	0.011065605	0.006983351	0.008541533	0.0018975332	0.0034486155	0.0	0.0059236125
AC008753.6	0.0042138575	0.0	0.002049712	0.0	0.0018975332	0.021677012	0.0	0.0059236125
AC008964.1	0.0015272085	0.0	0.0	0.0	0.0037950664	0.02364765	0.0	0.027733276
AC008982.2	0.06314404	0.07375255	0.06053321	0.062062427	0.032258064	0.078062385	0.10028974	0.08039588
AC008984.2	9.4139796e-05	0.0	0.0	0.0	0.0	0.00788255	0.0	0.0
AC009005.2	0.018678792	0.056196705	0.1980934	0.02409591	0.012687052	0.10949256	0.0053390283	0.00870278
AC009014.3	0.0027360877	0.005908771	0.39090568	0.0033638559	0.0037950664	0.0025334633	0.0	0.0015851911
AC009065.1	0.0016945164	0.0	0.0	0.0	0.0	0.0019706376	0.0	0.0017501581
AC009095.4	0.00028241938	0.0	0.0	0.0	0.0	0.0	0.0	0.0006731378
AC009120.10	0.015966246	0.05344379	0.012037554	0.016228912	0.0056926	0.0044339346	0.037373196	0.009693184
AC009120.4	0.00056483876	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC009120.6	0.016658675	0.09083245	0.053925425	0.046635337	0.0056926	0.023371527	0.026695142	0.016482798
AC009133.12	0.058390122	0.03274099	0.26984963	0.03786399	0.0018975332	0.0054745227	0.0040628365	0.035167597
AC009133.14	0.03089327	0.016207004	0.32490668	0.041087054	0.009018334	0.014559871	0.030424455	0.03542296
AC009133.15	0.00028241938	0.0	0.0	0.0	0.0	0.0014779781	0.0	0.0008077653
AC009133.17	0.043732405	0.007110308	0.016087558	0.0049173487	0.013282732	0.010207073	0.0	0.013462755
AC009133.20	0.0	0.0	0.0009606609	0.0	0.0	0.0	0.0	0.0
AC009133.21	0.0002885577	0.0	0.1419055	0.0	0.0	0.0	0.0	0.00013462755
AC009228.1	0.00056483876	0.0	0.0	0.0	0.0	0.0004926594	0.0	0.00013462755
AC009236.1	0.01420746	0.024069747	0.0127891805	0.022383371	0.028462999	0.012809143	0.0	0.012924245
AC009299.3	0.056218226	0.005168992	0.08362857	0.00384369	0.0075804507	0.013726208	0.0	0.032751024
AC009336.24	0.007173244	1.0187045	0.19717118	0.03389376	0.0	0.0012487129	0.010678057	0.0010770204
AC009403.2	0.19804041	0.091510944	0.15769042	0.07749916	0.06935417	0.10418844	0.06308539	0.12188491
AC009404.2	0.36109728	0.08769743	0.031779364	0.03498103	0.038947698	0.15612414	0.03718754	0.10627762
AC009410.1	0.0	0.0	0.010447187	0.0	0.0	0.0	0.0	0.0
AC009473.1	0.03344929	0.013477089	0.005772217	0.010638084	0.0037950664	0.003320237	0.0	0.010635577
AC009480.3	0.00056483876	0.009626492	0.009966857	0.0042707664	0.0	0.0004926594	0.0	0.0006731378
AC009495.2	0.0068543386	0.0	0.02209979	0.0	0.0037950664	0.0019706376	0.0	0.0029618063
AC009501.4	0.2624355	0.54379064	0.6486252	0.470504	0.26176777	0.49215305	0.5430319	0.40264297
AC009502.4	0.001882796	0.0	0.0	0.0	0.0	0.0	0.0	0.0002692551
AC009506.1	0.0133495955	0.13572715	0.13699034	0.18302193	0.079696395	0.16155088	0.07564286	0.0030964338
AC009948.5	0.06776097	0.26514593	0.014671357	0.1517554	0.039848197	0.12382164	0.057889927	0.03537176
AC009950.2	0.01409573	0.016206738	0.0064665778	0.01061912	0.0	0.025618287	0.0053390283	0.014270521
AC009961.3	0.047141563	0.063099734	0.0533311	0.04003198	0.032258064	0.059439596	0.024863023	0.042387795
AC010090.1	0.00028241938	0.0	0.0	0.016228912	0.0	0.0064045717	0.021356113	0.0
AC010127.3	0.0	0.0	0.0014409914	0.0	0.0	0.0	0.0	0.0
AC010148.1	0.0	0.0	0.003122148	0.0	0.0	0.0	0.0	0.0
AC010149.4	0.000941398	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010226.4	0.2286686	0.125876	0.017439114	0.29880878	0.09838213	0.07075202	0.17780682	0.017160155
AC010327.2	0.00018827959	0.0	0.0007204957	0.0	0.0	0.0004926594	0.0	0.00040388264
AC010336.1	0.023463478	0.012642332	0.027915444	0.029180951	0.009487666	0.0068640225	0.021356113	0.0107702045
AC010524.4	0.0	0.013477089	0.0	0.0098227635	0.0	0.0	0.0053390283	0.0
AC010536.1	0.000470699	0.0	0.002521735	0.0	0.0	0.0004926594	0.0	0.0006731378
AC010642.1	0.0071144053	0.030437151	0.0070244847	0.020044923	0.0075901328	0.0059119123	0.0053390283	0.0072408454
AC010745.1	0.0	0.0	0.02110366	0.0	0.0	0.0	0.0	0.0
AC010761.8	0.046257798	0.03648663	0.05388446	0.031664312	0.0113852	0.026034439	0.025680905	0.029580818
AC010883.5	0.03188058	0.01503996	0.036305964	0.0130267115	0.0037950664	0.01625776	0.0	0.014539775
AC010894.3	0.021548359	0.01903003	0.024759552	0.02541455	0.0056926	0.033674337	0.0	0.0049394355
AC010907.2	0.0034831725	0.007701194	0.0037910298	0.0042707664	0.0056926	0.002463297	0.0	0.0026925511
AC010982.1	0.0030124735	0.0	0.0007204957	0.0	0.0018975332	0.006897231	0.0	0.0022886684
AC011043.1	0.02993699	0.19021012	0.15275289	0.21749681	0.022630699	0.02015354	0.12848316	0.010264237
AC011298.2	0.00037655918	0.0	0.111673854	0.0	0.0	0.0064045717	0.0	0.00013462755
AC011484.1	0.00027152218	0.023040587	0.0	0.024770446	0.0037950664	0.0044339346	0.0	0.0035003163
AC011523.2	0.0019800665	0.0	0.15481853	0.0	0.0018975332	0.0004926594	0.0	0.00040388264
AC011526.1	0.022272006	5.3154864	0.004364377	0.015373934	0.017633466	0.015154042	0.031379268	0.009071173
AC011551.3	0.010152	0.009626492	0.0051990068	0.0029895366	0.0018975332	0.002463297	0.016017085	0.002423296
AC011558.5	0.016831798	0.017184066	0.016607968	0.017615765	0.013282732	0.012622623	0.0	0.0107702045
AC011718.2	0.006024947	0.003850597	0.053688165	0.0059790732	0.0037950664	0.0034486155	0.010678057	0.004442709
AC011747.4	0.02068817	0.027427481	0.113227054	0.015171981	0.018975332	0.026534522	0.014191245	0.014539775
AC011747.7	0.0006589786	0.0	0.05378424	0.0021353832	0.0	0.0	0.0053390283	0.00040388264
AC011753.5	0.0	0.0	0.0009606609	0.0	0.0	0.0	0.0	0.0
AC011754.1	0.0	0.0	0.001561074	0.0	0.0	0.0	0.0	0.0
AC011841.1	0.036048364	0.0019252985	0.06726168	0.0058845337	0.009487666	0.0200182	0.010668214	0.014345806
AC011891.5	0.0	0.0	0.0045631393	0.0	0.0	0.0	0.0	0.0
AC011893.3	0.002259355	0.0	0.0	0.0	0.0	0.0004926594	0.0	0.0020194133
AC011899.9	0.0019519574	0.0	0.0	0.0	0.037950665	0.19368087	0.0	0.00040388264
AC011997.1	0.0080960225	0.011551791	0.00060041307	0.01793722	0.0	0.0014779781	0.0053390283	0.0049812193
AC012065.7	0.0047508054	0.003850597	0.0	0.0008541533	0.0	0.0019706376	0.0053390283	0.004846592
AC012123.1	0.0034831725	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC012146.7	0.38006955	0.17435499	0.06983694	0.07405698	0.18840386	0.11775684	0.10412749	0.18631078
AC012307.3	0.048994854	0.0593617	0.057870235	0.041881666	0.0113852	0.039653547	0.014343883	0.015746055
AC012309.5	0.0025417747	0.013477089	0.0038089715	0.00042707665	0.0018975332	0.0004926594	0.0	0.0005385102
AC012314.8	0.0029120694	0.0019252985	0.0041450765	0.00384369	0.0018975332	0.0019706376	0.0	0.0021540408
AC012317.1	0.017785208	0.00906471	0.007282004	0.01180192	0.0037950664	0.0059119123	0.0053390283	0.0053851022
AC012358.8	0.048873175	0.11088396	0.03578856	0.054948848	0.0227704	0.010514666	0.026695142	0.019850956
AC012360.4	0.019256143	0.007701194	0.008501601	0.00512492	0.0056926	0.007808273	0.016017085	0.009020046
AC012360.6	0.0	0.0	0.0	0.0021353832	0.0	0.0	0.0	0.0
AC012368.1	0.00056483876	0.0	0.0	0.0	0.0037950664	0.0004926594	0.0	0.0005385102
AC012370.2	0.00028241938	0.0	0.010444047	0.0	0.0	0.0014779781	0.0	0.0006731378
AC012442.6	0.0	0.0	0.00060041307	0.0	0.0	0.0	0.0	0.0
AC012487.2	0.0	0.0	0.0	0.0029895366	0.0	0.0	0.0	0.0
AC012499.1	0.0	0.0	0.0038426437	0.0	0.0	0.0	0.0	0.0
AC012507.3	0.0	0.0	0.0034823958	0.0	0.0	0.0	0.0	0.0
AC013264.2	0.013527406	0.002398022	0.0014667	0.002887305	0.0037950664	0.006866142	0.0	0.36439097
AC013268.5	0.0015446529	0.016747361	0.20084214	0.004652067	0.0	0.0	0.0053390283	0.0006731378
AC013394.2	0.24454804	0.42988238	0.3592288	0.36285195	0.22808863	0.4576011	0.34642926	0.427976
AC013449.1	0.07664498	0.114113964	0.047671545	0.07451142	0.06451613	0.053240675	0.03969824	0.040499892
AC013460.1	0.00018827959	0.0	0.0	0.0	0.0	0.0	0.0	0.0033656887
AC015691.13	0.019759867	0.027326416	0.025880076	0.016567145	0.026565464	0.009174019	0.03203417	0.01871323
AC015849.13	0.0077925352	0.0057758954	0.009593127	0.00640615	0.0075901328	0.0064045717	0.0	0.017610526
AC015849.19	0.016065061	0.015402388	0.017280249	0.0098227635	0.0037950664	0.009853188	0.0053390283	0.007539143
AC015849.2	0.0	0.0	0.0	0.0	0.0018975332	0.0	0.0	0.0018847857
AC015922.6	0.000470699	0.0	0.0	0.0	0.0	0.0019706376	0.0	0.0006731378
AC015971.2	0.00028241938	0.0	0.0	0.0	0.0	0.0	0.0	0.0005385102
AC015987.1	0.002730054	0.007701194	0.0013120711	0.0042707664	0.0037950664	0.0044339346	0.010678057	0.0032310612
AC015987.2	0.0011296775	0.0057758954	0.0	0.0055519966	0.0018975332	0.006897231	0.0	0.0033656887
AC016405.2	0.050342254	0.003850597	0.0011363929	0.0062881554	0.039848197	0.02524825	0.0	0.06282482
AC016586.1	0.037717916	0.12190465	0.17262551	0.053445216	0.013282732	0.05122614	0.028538931	0.06137944
AC016629.8	0.12357205	0.07699842	0.044293646	0.08854969	0.263451	0.12473776	0.11795263	0.2410876
AC016683.5	0.0016003766	0.0	0.0	0.0	0.0	0.0	0.0	0.001211648
AC016683.6	0.06396523	0.13867317	0.25945687	0.18988001	0.04040661	0.114505544	0.11060276	0.092806466
AC016700.3	0.011185011	0.0	0.0008015338	0.0	0.0018975332	0.0034486155	0.0	0.008077653
AC016700.5	0.043274637	0.012508394	0.03269826	0.019648707	0.0056926	0.026580969	0.016017085	0.0071352604
AC016722.1	0.0043304306	0.017327685	0.004230973	0.01153107	0.0037950664	0.0044339346	0.010678057	0.0022886684
AC016722.2	0.00075311837	0.007701194	0.0	0.00384369	0.0	0.0009853188	0.0	0.0006731378
AC016725.4	0.012937963	0.013477089	0.02058048	0.0128123	0.0037950664	0.017132526	0.0053390283	0.008885418
AC016735.2	0.0	0.0	0.033526126	0.0	0.0	0.0	0.0	0.0
AC016745.3	0.01699263	0.0019252985	0.0	0.0021353832	0.0	0.002463297	0.0053390283	0.00094239286
AC016747.3	0.10619531	0.34230113	0.012805802	0.13769513	0.059002988	0.1915929	0.10549772	0.07142899
AC016757.3	0.011767898	0.119778484	0.0038067694	0.021546563	0.0113852	0.021296011	0.069407366	0.0137320105
AC016831.7	0.2815539	0.05699586	0.037551522	0.05525755	0.07279112	0.07398894	0.06429407	0.37190914
AC016907.3	0.011410125	0.0057758954	0.007414389	0.0055519966	0.0018975332	0.0034486155	0.0053390283	0.0021540408
AC016910.1	0.0	0.0	0.0	0.0055519966	0.0	0.0	0.0053390283	0.0
AC017002.1	0.06262276	0.06388798	0.0037999447	0.17549749	0.057143614	0.09228113	0.3961712	0.28423768
AC017002.2	0.03199173	0.01501966	0.0014223432	0.0063368077	0.0037950664	0.008241546	0.0053390283	0.0040388266
AC017048.3	0.037387036	1.2961197	0.031935014	1.0170943	0.050286245	0.026950613	0.85136306	0.04221495
AC017048.4	0.002851956	0.3953885	0.0013471098	0.15143694	0.0	0.0014779781	0.09076348	0.00040388264
AC017074.2	0.0	0.0	0.020950368	0.0	0.0	0.0	0.0	0.0
AC017099.3	0.029865552	0.060373653	0.027308937	0.014947684	0.009487666	0.018565228	0.021356113	0.00659675
AC017104.6	0.09695082	0.003768052	0.008092406	0.009307671	0.0018975332	0.011231545	0.019573206	0.05385889
AC018506.1	0.013648351	0.005541144	0.0091887405	0.01024984	0.013282732	0.0029559562	0.010678057	0.009558557
AC018647.3	0.000941398	0.026954178	0.0	0.0029895366	0.0	0.0004926594	0.12279765	0.0
AC018737.1	0.102213934	0.35029927	0.08525082	0.3099978	0.086445704	0.07722809	0.19544287	0.19900757
AC018755.1	0.033049848	0.042185154	0.023129664	0.031618197	0.0151802655	0.017351318	0.03203417	0.021360807
AC018816.3	0.015494857	0.3036105	0.06474821	0.041335423	0.09044753	0.06337346	0.057847098	0.12574022
AC019171.1	0.0	0.003850597	0.0	0.0034166132	0.0	0.0	0.0	0.0
AC019185.4	0.0024471295	0.003850597	0.00962225	0.0034166132	0.0075901328	0.002463297	0.0	0.00094239286
AC019201.1	0.002824194	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC019221.4	0.10803158	0.008841028	0.022412568	0.006348582	0.0113852	0.015668863	0.010678057	0.010326188
AC019330.1	0.0	0.0	0.0010807435	0.0	0.0	0.0	0.0	0.0
AC019330.2	0.0	0.0	0.0013209088	0.0	0.0	0.0	0.0	0.0
AC020571.3	0.019067312	0.014473289	0.004485444	0.009272748	2.8365064	0.019692775	0.0064570094	0.3586537
AC020594.5	0.00018827959	0.0	0.0	0.0	0.0	0.0009853188	0.0	0.0005385102
AC020629.1	0.0006589786	0.0	0.0009606609	0.0	0.0	0.0004926594	0.0	0.0
AC020743.2	0.0075700264	0.003850597	0.002950517	0.00384369	0.0	0.0029559562	0.010678057	0.0076737707
AC021016.6	0.15330763	0.005667506	0.026684634	0.01394384	0.0151802655	0.050429124	0.011509683	0.004837129
AC021188.4	0.0047651553	0.0	0.0	0.0	0.0056926	0.009814121	0.0	0.014809031
AC021218.2	0.0028519873	0.007701194	0.13284259	0.0020845297	0.0018975332	0.0	0.0	0.00013462755
AC021224.1	0.026832506	0.032730073	0.033300772	0.019949693	0.0018975332	0.0136030745	0.010678057	0.00659675
AC021860.1	0.013080272	0.123564966	0.04266355	0.07596647	0.0037950664	0.0080487775	0.019418772	0.036751095
AC022007.5	0.010759929	0.0019252985	0.023352368	0.02131511	0.0	0.002878826	0.0053390283	0.00094239286
AC022154.7	0.0065106284	0.003850597	0.0015116915	0.00512492	0.0037950664	0.0044339346	0.0053390283	0.0074045155
AC022182.1	0.024905981	0.0	0.028603498	0.0	0.0	0.0014779781	0.0	0.0032310612
AC022182.3	0.100138664	0.023860497	0.05223479	0.0063961376	0.2983774	0.05708094	0.0053390283	0.09005485
AC022400.2	0.015793687	0.028879477	0.03137123	0.010298107	0.0075901328	0.013301803	0.0053390283	0.0111740865
AC022431.3	0.007579338	0.015402388	0.007216602	0.0046978435	0.0037950664	0.006897231	0.0	0.005115847
AC022498.1	0.011385427	0.043490417	0.083652854	0.036107644	0.0018975332	0.024968892	0.00814353	0.014382317
AC022532.1	0.005005789	0.017194482	0.042335905	0.017083066	0.0018975332	0.0048232987	0.0053390283	0.0070006326
AC022819.3	0.008293286	0.02952556	0.028145809	0.027317975	0.0056926	0.0059119123	0.09076348	0.005115847
AC023347.1	0.0	0.0	0.0009606609	0.0	0.0	0.0	0.0	0.0
AC023490.1	0.0036287007	0.003850597	0.039995044	0.0059230886	0.0	0.009853188	0.0	0.00821228
AC023590.1	0.20660725	0.077823885	0.07395411	0.038144477	0.039993707	0.07478341	0.05590463	0.08757563
AC023632.1	0.00056483876	0.0	0.0	0.0	0.0	0.0	0.0	0.00040388264
AC024560.2	0.0042362907	0.003850597	0.062419906	0.00128123	0.0056926	0.0019706376	0.0053390283	0.0016155306
AC024592.12	0.00056483876	0.0019252985	0.0063643786	0.00384369	0.0018975332	0.0019706376	0.0	0.00094239286
AC024592.9	0.000941398	0.0	0.06956611	0.0	0.0	0.0	0.0	0.0002692551
AC024940.1	0.015269396	0.013477089	0.019280922	0.01180532	0.0056926	0.008764371	0.0053390283	0.00659675
AC025171.1	0.021464802	0.09966921	0.00820897	0.04821375	0.039848197	0.07913832	0.042712227	0.030839093
AC025278.1	0.0012238174	0.0	0.0011725439	0.0	0.0	0.0	0.0	0.0014809031
AC025335.1	0.022279637	0.06877141	0.08035355	0.07183472	0.0227704	0.044650726	0.096102506	0.028725477
AC026150.5	0.00037655918	0.0	0.00084057834	0.0	0.0	0.0009853188	0.0	0.0006731378
AC026202.1	0.002730054	0.0	0.00060041307	0.0	0.0	0.0019706376	0.0	0.0025579236
AC026202.3	0.33588228	0.05004825	0.01462899	0.025358561	0.046731	0.013193646	0.013273308	0.004915592
AC026310.1	0.0	0.0	0.0	0.0	0.0	0.009360529	0.0	0.0
AC026318.1	0.00056483876	0.0	0.0	0.0	0.0	0.0004926594	0.0	0.00040388264
AC026471.6	0.0019924976	0.003269739	0.17838964	0.0028468801	0.0	0.0019706376	0.010678057	0.007539143
AC026740.1	0.000470699	0.0	0.018032705	0.0	0.0	0.0004926594	0.0	0.00013462755
AC026806.2	0.09031138	0.02768377	0.16515349	0.047228623	0.034053072	0.26539028	0.017154168	0.018771295
AC026904.1	0.0	0.0	0.0	0.009395687	0.0	0.0	0.0	0.0
AC027307.3	0.060690492	0.07119908	0.056149945	0.038659096	0.016536284	0.039986715	0.043405388	0.08358715
AC027763.2	0.10928424	0.16087054	0.11987514	0.18745708	0.09283945	0.14971009	0.121661425	0.13523197
AC034187.2	0.000470699	0.0	0.0	0.0	0.0	0.0004926594	0.0	0.0002692551
AC034220.3	0.04580177	0.0057678767	0.14663982	0.0067280773	0.0018975332	0.01830231	0.026695142	0.011981852
AC034243.1	0.009602259	0.009626492	0.020008037	0.00256246	0.0	0.0019706376	0.0	0.00040388264
AC040977.1	0.023876607	0.017150762	0.023285987	0.048408166	0.0227704	0.06530052	0.021356113	0.009954777
AC046143.3	0.0016129403	0.09507509	0.14454238	0.020946845	0.0018975332	0.009735159	0.013563814	0.00094239286
AC053503.4	0.0012238174	0.0	0.026700612	0.0	0.0	0.0	0.0	0.00013462755
AC061992.2	0.039802648	0.2054896	0.007544581	0.22857939	0.0	0.026640031	0.061849836	0.020587012
AC062017.1	0.091581985	0.07598495	0.07114438	0.072881036	0.052898012	0.06420295	0.036481936	0.06717119
AC062029.1	0.099694036	0.061553977	0.03196515	0.05136677	0.026565464	0.023365464	0.037956227	0.030615801
AC064834.1	0.0	0.0	0.013089005	0.0	0.0	0.0	0.0	0.0
AC064834.2	9.4139796e-05	0.0	0.0	0.0	0.0	0.0014779781	0.0	0.0021540408
AC066593.1	0.0012332035	0.0	0.24854209	0.0	0.0	0.0009429393	0.0	0.0008077653
AC067959.1	0.001882796	0.0	0.0	0.0	0.0	0.0	0.0	0.001211648
AC068039.4	0.022336446	0.094134	0.04974747	0.032907613	0.017077798	0.024993584	0.0676213	0.026778474
AC068282.3	0.011648618	0.0019252985	0.010913947	0.01024984	0.0075901328	0.00837521	0.0	0.0032310612
AC068499.10	0.007060485	0.011551791	0.0023528838	0.00384369	0.0018975332	0.0009853188	0.0	0.00040388264
AC068610.3	0.00470699	0.0057758954	0.0	0.00256246	0.0018975332	0.0014779781	0.0	0.0014809031
AC068620.1	0.015817659	0.009626492	0.0065544993	0.0113338465	0.0075901328	0.006761947	0.0	0.01179142
AC068706.2	0.0	0.0	0.0007204957	0.0	0.0	0.0	0.0	0.0
AC068831.10	0.014800339	0.02805851	0.018550202	0.026195893	0.009487666	0.008755317	0.069407366	0.010231694
AC068831.6	0.002730054	0.009626492	0.0046665487	0.00384369	0.0018975332	0.002463297	0.010678057	0.0022886684
AC069277.2	0.007992504	0.007409595	0.06895721	0.008081742	0.0	0.0004926594	0.0	0.0014809031
AC069278.4	0.003938559	0.012819886	0.01845567	0.01783086	0.0	0.006897231	0.0053390283	0.0049812193
AC069363.1	0.019917676	0.0045778197	0.0025668102	0.006125442	0.0075901328	0.068316266	0.010678057	0.058493122
AC069513.4	0.03091993	0.015836423	0.10705794	0.041477613	0.0018975332	0.016742105	0.025357801	0.0088851405
AC072062.1	0.0008472582	0.0	0.00084057834	0.0	0.0	0.0004926594	0.0	0.0
AC073043.1	0.009501123	0.009059497	0.0052451636	0.0021353832	0.0	0.005419253	0.0	0.0018847857
AC073072.5	0.01382953	0.017327685	0.0	0.0046978435	0.0	0.0019706376	0.0	0.0010770204
AC073115.7	0.00037655918	0.0	0.0	0.0	0.0	0.0004926594	0.0	0.003904199
AC073133.1	0.0	0.0	0.004082809	0.0	0.0	0.0	0.0	0.0
AC073133.2	0.0	0.0	0.01056727	0.0	0.0	0.0	0.0	0.0
AC073254.1	0.0	0.0	0.001561074	0.0	0.0	0.0	0.0	0.0
AC073283.4	0.0031285263	0.14295983	0.2183944	0.033299424	0.0	0.0023377128	0.00460998	0.0002692551
AC073283.7	0.0019769357	0.0	0.0052777966	0.0	0.0	0.0064045717	0.0	0.0016155306
AC073657.1	0.001882796	0.0	0.0020038083	0.00256246	0.0	0.0014779781	0.0	0.0016155306
AC073934.6	0.000470699	0.0	0.0	0.0	0.0	0.002463297	0.0	0.0002692551
AC074091.13	0.00018827959	0.0019252985	0.0007204957	0.00128123	0.0	0.0	0.0053390283	0.0006731378
AC074117.10	0.023866095	0.04316601	0.070792094	0.03321176	0.013282732	0.024600813	0.013474778	0.022472333
AC074138.3	0.10568007	0.065164365	0.036745097	0.07314555	0.054972213	0.036154836	0.04265934	0.057004094
AC074183.4	0.04263772	0.16344197	0.07363994	0.06102616	0.018975332	0.0154578695	0.020786311	0.018987667
AC074212.5	0.29924357	0.028942075	0.09101163	0.08289067	0.03369993	0.005965523	0.032093737	0.009529647
AC074212.6	0.025215194	0.007701194	0.021660674	0.00640615	0.0018975332	0.0009853188	0.010678057	0.0006731378
AC074286.1	0.011143402	0.049988747	0.026315358	0.027384747	0.018975332	0.025925796	0.026695142	0.008077653
